"gene","detect","detect_all","pct"
"LINC02810",0.00143302831723664,0.001438763553301,61.5347891785019
"ACTL8",0.00123897239927751,0.0012311069579792,76.789648790188
"AL357509.1",0.00064187726709558,0.000637802399916937,118.915621265502
"LINC01654",0.000223910674568226,0.00022248920927335,-13.0633456563392
"IGSF21",0.0571420041498112,0.0569869028018808,10.3986681211105
"IGSF21-AS1",0.000268692809481871,0.00026698705112802,-64.4029251686723
"AL591896.1",0.000343329701004613,0.000341150120885804,65.1960338595168
"KLHDC7A",0.00017912853965458,0.00017799136741868,-36.8062953650088
"PAX7",0.00403039214222806,0.00401963838087186,34.9636719774677
"TAS1R2",0.000477676105745548,0.000474643646449814,-49.336694538807
"ALDH4A1",0.258228717290382,0.258295139352408,3.411191272669
"IFFO2",0.224209222134317,0.225529895133419,-0.76495452135863
"AL137127.1",0.00637399053604215,0.00636319138521782,-15.2768098387507
"UBR4",0.601737546834649,0.602159628591347,4.80492106738359
"EMC1-AS1",0.244794076816289,0.244752962814637,-1.78627975224029
"EMC1",0.166798525175023,0.167000400480577,-10.6655807230053
"MRTO4",0.07899568598767,0.0790133345199425,-2.76600199158067
"AKR7A3",0.0209580391395859,0.0208843204437918,-3.70729554688395
"AKR7A2",0.0917585944380588,0.0916655542206203,-14.1663377797046
"SLC66A1",0.0561418698034064,0.0559931176671265,-0.170616536648249
"CAPZB",0.643459569195862,0.64401726516264,4.14623683072708
"MICOS10",0.203982624531654,0.204274759340839,-23.0004535535658
"AL031727.2",0.0276902867549372,0.0275589967219923,-9.31541781773523
"NBL1",0.110985057694317,0.110947952357644,6.5568930368058
"HTR6",0.00252272693346868,0.00250671175781308,-4.56624373194181
"TMCO4",0.192831872938156,0.193343122858541,9.5534136506026
"AL391883.1",0.000149273783045484,0.000148326139515567,90.7955733036598
"OTUD3",0.161842635577913,0.162639611978819,-2.1294797268919
"PLA2G2A",2.98547566090967e-05,2.96652279031134e-05,-100
"PLA2G5",0.131226582675285,0.131416959610792,12.1262691123456
"PLA2G2D",0.00110462599453658,0.00109761343241519,9.77141879173089
"PLA2G2F",0.000253765431177322,0.000252154437176464,-43.150849023939
"Z98257.1",0.000194055917959129,0.000207656595321794,-36.1099226986047
"PLA2G2C",0.0059560239435148,0.00594787819457423,-8.19467835331733
"UBXN10-AS1",0.00371691719783254,0.00372298610184073,-14.5805124496637
"UBXN10",0.0253765431177322,0.0252302763315979,30.6198133442659
"Z98257.2",4.47821349136451e-05,4.449784185467e-05,-74.0587062284978
"VWA5B1",0.0274066665671508,0.0272623444429612,31.0311871878501
"AL020998.1",0.0017912853965458,0.0017799136741868,80.2682828685616
"LINC01141",0.0172112671851443,0.0177249736721102,1.7277965313296
"AL139254.1",4.47821349136451e-05,4.449784185467e-05,-60.8378444667619
"AL139254.2",8.95642698272902e-05,8.89956837093401e-05,-47.8287985398224
"AL139254.3",0.000432893970831903,0.000430145804595144,-41.8995057769138
"CAMK2N1",0.390783836634772,0.390631721028197,18.3578337066329
"MUL1",0.0741592154169963,0.0739999110043163,8.64801194883029
"FAM43B",0.0428863578689675,0.0429404173897566,1.56533346571535
"CDA",0.00250779955516413,0.00252154437176464,18.0226613008014
"PINK1",0.167933005926169,0.168098013912992,-1.42447646771978
"PINK1-AS",0.0204654356555358,0.0204541746391967,-25.3162760986821
"DDOST",0.0971921601409144,0.0973761105919696,-4.98192743420934
"KIF17",0.0165544625397441,0.0167608537652591,-5.35101821210836
"SH2D5",0.0105835112179248,0.0108278081846364,-7.79373648619166
